anime_id,title,status,aired_string,score,scored_by,rank,popularity,members,genre
8679,Saboten ga Nikui,Finished Airing,"Jun, 1988",5.32,94.0,8657.0,11347.0,191.0,"Comedy, Music, Kids"
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,Finished Airing,"Oct 1, 2013",5.36,72.0,8591.0,10331.0,326.0,"Magic, Fantasy"
37051,Petit☆Dream Stars! Let's La Cooking? Showtime!,Finished Airing,"Oct 28, 2017",6.31,80.0,6364.0,10621.0,275.0,"Slice of Life, Magic, Fantasy"
25389,Dragon Ball Z Movie 15: Fukkatsu no F,Finished Airing,"Apr 18, 2015",7.4,43910.0,2009.0,1221.0,66741.0,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
8143,Sockies: Frontier Quest,Finished Airing,"Apr 15, 2011 to Feb 24, 2012",5.44,9.0,12167.0,11677.0,167.0,Comedy
5288,RahXephon Specials,Finished Airing,"Aug 19, 2003 to Feb 19, 2004",6.62,890.0,5132.0,6020.0,2925.0,"Action, Drama, Mecha, Music, Mystery, Romance, Sci-Fi"
1849,Haou Taikei Ryuu Knight: Adeu Legend,Finished Airing,"Jul 21, 1994 to Sep 25, 1995",6.38,192.0,6073.0,8818.0,746.0,"Action, Adventure, Fantasy, Mecha"
32437,One Piece: Long Ring Long Land-hen,Finished Airing,"Dec 11, 2015",6.94,969.0,3787.0,5146.0,4386.0,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
30213,Yume Utsutsu,Finished Airing,2002,5.12,51.0,8929.0,12136.0,141.0,Dementia
11695,Ultraman Graffiti,Finished Airing,"Oct 25, 1990",5.12,41.0,12572.0,11147.0,209.0,"Action, Comedy, Parody, Super Power"
20689,Hamatora The Animation,Finished Airing,"Jan 8, 2014 to Mar 26, 2014",7.4,79924.0,2016.0,445.0,178710.0,"Mystery, Comedy, Super Power, Drama"
2819,Dragon Quest: Abel Yuusha Densetsu,Finished Airing,"Dec 2, 1989 to Apr 5, 1991",7.06,624.0,3331.0,6191.0,2734.0,"Action, Adventure, Fantasy, Shounen"
25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,Finished Airing,"Apr 4, 2015",7.68,1789.0,1159.0,4505.0,6077.0,"Comedy, Drama, Slice of Life"
29797,Risu no Panache,Finished Airing,1978,5.16,38.0,11878.0,12645.0,116.0,Kids
34299,Digimon Adventure tri. 4: Soushitsu,Finished Airing,"Feb 25, 2017",7.56,14260.0,1460.0,2209.0,27924.0,"Action, Adventure, Comedy, Drama"
477,Aria The Animation,Finished Airing,"Oct 6, 2005 to Dec 29, 2005",7.75,30627.0,978.0,896.0,95917.0,"Fantasy, Sci-Fi, Shounen, Slice of Life"
617,Juubee Ninpuuchou,Finished Airing,"Jun 5, 1993",7.66,40403.0,1199.0,1160.0,70920.0,"Adventure, Historical, Horror, Supernatural, Romance, Samurai, Fantasy, Shounen"
797,Hanaukyou Maid-tai OVA,Finished Airing,"Sep 19, 2001 to Nov 7, 2001",6.78,3691.0,4398.0,4172.0,7416.0,"Comedy, Ecchi, Harem, Romance"
3320,Harbor Light Monogatari: Fashion Lala yori,Finished Airing,"Mar 11, 1988",5.4,394.0,8543.0,8276.0,997.0,Shoujo
20239,Hana no Kakarichou,Finished Airing,"Oct 3, 1976 to Mar 27, 1977",6.0,8.0,10321.0,12490.0,123.0,"Comedy, Seinen, Slice of Life"
32806,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,Finished Airing,"Aug 13, 2016",7.34,503.0,2265.0,7479.0,1478.0,"Music, Slice of Life, School, Shoujo"
1144,Tenchi Muyou! in Love 2: Haruka Naru Omoi,Finished Airing,"Apr 24, 1999",7.27,6035.0,2545.0,3465.0,11520.0,"Romance, Drama, Sci-Fi, Shounen"
9745,Sengoku Basara Movie: The Last Party,Finished Airing,"Jun 4, 2011",7.71,10458.0,1086.0,2582.0,21317.0,"Action, Historical, Martial Arts, Samurai, Super Power"
1703,Tokyo Tribe 2,Finished Airing,"Nov 12, 2006 to Feb 18, 2007",6.89,1681.0,3970.0,4303.0,6815.0,"Action, Drama"
29917,Uriko-hime to Amanojaku,Finished Airing,1956,4.36,44.0,12591.0,12330.0,131.0,Demons
34115,Hitori de Nayamanaide Issho ni Kangaeyou,Finished Airing,2013,4.82,56.0,9196.0,12726.0,112.0,Drama
12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",Finished Airing,"Nov 16, 2011",6.26,7301.0,6567.0,2955.0,16307.0,Comedy
2645,Dorami & Doraemons: Space Land's Critical Event,Finished Airing,"Mar 10, 2001",6.74,206.0,4572.0,9208.0,598.0,"Kids, Adventure, Fantasy, Comedy, Sci-Fi, Shounen"
14617,Stranger: Mukou Hadan Pilot,Finished Airing,"Apr 11, 2009",7.06,2707.0,3349.0,4296.0,6867.0,"Action, Adventure, Historical, Samurai, Seinen"
29511,Ongaku Shoujo,Finished Airing,"Mar 22, 2015",6.31,4137.0,6363.0,3973.0,8309.0,"Slice of Life, Music"
9581,MM! Specials,Finished Airing,"Dec 22, 2010 to May 25, 2011",6.74,12355.0,4591.0,2367.0,24869.0,"Comedy, Ecchi, School"
9239,Scoopers,Finished Airing,"Dec 1, 1987",5.66,155.0,8094.0,9678.0,460.0,"Action, Sci-Fi"
35025,"""Eikou Naki Tensai-tachi"" Kara no Monogatari",Finished Airing,"Mar 25, 2017 to May 28, 2017",5.44,16.0,9533.0,10115.0,362.0,Sports
13055,Sankarea OVA,Finished Airing,"Jun 8, 2012 to Nov 9, 2012",7.34,37153.0,2287.0,1229.0,66121.0,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural"
3159,The Kabocha Wine,Finished Airing,"Jul 5, 1982 to Aug 27, 1984",6.87,169.0,4054.0,7715.0,1322.0,"Slice of Life, Comedy, Romance, School"
28539,Garo Movie: Divine Flame,Finished Airing,"May 21, 2016",7.77,4268.0,942.0,3139.0,14410.0,"Action, Demons, Supernatural, Magic, Fantasy"
36429,Zhen Gyi Hong Shi,Finished Airing,"Oct 4, 2014 to Nov, 2014",6.25,8.0,12849.0,11970.0,150.0,"Action, Military, Sci-Fi, Adventure, Mecha"
10237,Ki-Fighter Taerang,Finished Airing,"Aug 21, 2002 to Mar 19, 2003",5.94,17.0,10853.0,12579.0,118.0,"Adventure, Kids"
14173,Upotte!! OVA,Finished Airing,"Oct 13, 2012",6.55,6198.0,5433.0,3437.0,11762.0,"Comedy, Ecchi, Military, School, Seinen"
17485,Kiki to Lala no Ohimesama ni Naritai,Finished Airing,"Apr 21, 1993",5.34,35.0,10868.0,12072.0,143.0,Kids
21557,Omoide no Marnie,Finished Airing,"Jul 19, 2014",8.28,48625.0,258.0,897.0,95955.0,"Mystery, Psychological, Drama"
2464,Yoshinaga-san'chi no Gargoyle Specials,Finished Airing,"Jul 28, 2006 to Nov 24, 2006",6.45,400.0,5827.0,8337.0,966.0,"Adventure, Comedy, Fantasy"
28013,Macross Δ,Finished Airing,"Apr 3, 2016 to Sep 25, 2016",7.31,13921.0,2395.0,1682.0,43576.0,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha"
23359,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,Finished Airing,"Dec 25, 2013",7.41,3196.0,1964.0,3604.0,10509.0,"Action, Comedy, Military"
520,Marmalade Boy Movie,Finished Airing,"Mar 4, 1995",7.47,3069.0,1736.0,4351.0,6613.0,"Romance, Shoujo"
13251,Shin Hikari Shinwa: Palutena no Kagami,Finished Airing,"Mar 13, 2012 to Mar 19, 2012",6.52,1180.0,5526.0,6501.0,2370.0,"Adventure, Fantasy, Comedy"
2211,Jumping,Finished Airing,"Jun, 1984",6.58,1789.0,5285.0,6029.0,2908.0,Adventure
35545,Turning Mecard W: Black Mirror ui buhwal,Finished Airing,"Jan 18, 2017",4.0,8.0,12530.0,13653.0,69.0,"Game, Adventure, Cars, Kids, Mecha"
21997,Duel Masters Victory V,Finished Airing,"Apr 7, 2012 to Mar 30, 2013",6.08,125.0,7135.0,9330.0,558.0,"Action, Adventure, Comedy, Shounen"
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,Finished Airing,"Dec 16, 1995 to Feb 7, 1996",7.48,2790.0,1716.0,4140.0,7545.0,"Action, Adventure, Comedy, Supernatural, Shounen"
32946,Gyakuten Saiban 6 Prologue,Finished Airing,"Mar 17, 2016",6.68,892.0,4844.0,6752.0,2108.0,Mystery
13463,Panda no Taputapu,Currently Airing,"Apr 2, 2012 to ?",6.0,13.0,11707.0,11541.0,176.0,Kids
8481,"""Bungaku Shoujo"" Memoire",Finished Airing,"Jun 25, 2010 to Dec 24, 2010",7.46,10379.0,1749.0,2581.0,21328.0,"Drama, Romance, School"
1845,Gaiking: Legend of Daiku-Maryu,Finished Airing,"Nov 12, 2005 to Sep 24, 2006",7.26,889.0,2561.0,5882.0,3106.0,"Action, Mecha, Sci-Fi"
1712,Shin Seiki Den Mars,Finished Airing,"Oct 31, 2002 to Feb 6, 2003",5.79,215.0,7824.0,8871.0,720.0,"Mecha, Sci-Fi, Shounen"
31756,Owari no Seraph: The Beginning of the End,Finished Airing,"Oct 3, 2015",7.15,10018.0,3006.0,2428.0,23862.0,"Action, Drama, Shounen, Supernatural, Vampire"
33069,Dimension W Special,Finished Airing,"Aug 26, 2016",6.62,4164.0,5108.0,3558.0,10823.0,"Sci-Fi, Seinen"
7818,Yousei Ou,Finished Airing,"Dec 21, 1988",5.68,163.0,8053.0,8907.0,712.0,"Fantasy, Shoujo"
1228,Chivas 1-2-3,Finished Airing,"Aug 21, 1999 to Sep 21, 1999",6.14,1044.0,6927.0,6525.0,2337.0,"Action, Comedy, Ecchi, Fantasy, Supernatural"
20391,Hidamari Sketch: Chou Hidamatsuri Special,Finished Airing,"Dec 12, 2007",6.66,699.0,4931.0,6866.0,1992.0,Comedy
5958,Sora no Otoshimono,Finished Airing,"Oct 5, 2009 to Dec 28, 2009",7.57,158908.0,1445.0,220.0,292967.0,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen"
31798,Kiznaiver,Finished Airing,"Apr 9, 2016 to Jun 25, 2016",7.59,157970.0,1380.0,184.0,323080.0,"Sci-Fi, Drama, Romance"
33856,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen",Finished Airing,2011,5.5,4.0,11931.0,13647.0,69.0,Comedy
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,Finished Airing,"Aug 20, 2005",8.02,25780.0,539.0,1602.0,46878.0,"Mystery, Comedy, Psychological, Supernatural, Drama"
31952,Kono Bijutsubu ni wa Mondai ga Aru!,Finished Airing,"Jul 8, 2016 to Sep 23, 2016",7.41,52165.0,1978.0,694.0,122248.0,"Comedy, Romance, School"
10536,Kimi ni Todoke 2nd Season Specials,Finished Airing,"Apr 20, 2011 to Sep 21, 2011",7.4,12265.0,2029.0,2176.0,28501.0,"Comedy, Romance, Shoujo"
33205,Star Fox Zero: The Battle Begins,Finished Airing,"Apr 20, 2016",6.29,1654.0,6447.0,6270.0,2630.0,"Action, Sci-Fi, Space"
13551,Shuukan Storyland,Finished Airing,"Oct 14, 1999 to Sep 13, 2001",6.4,20.0,12151.0,10839.0,244.0,"Slice of Life, Comedy, Drama, Seinen"
30582,"That's Hanakappa Musical: Pan to Gohan, Docchi nano!?",Finished Airing,"Apr 12, 2013",5.9,10.0,12410.0,13192.0,90.0,"Kids, Comedy, Music"
3929,Ugokie Kori no Tatehiki,Finished Airing,"Dec 31, 1933",5.64,399.0,8132.0,8835.0,740.0,"Comedy, Supernatural"
32559,Ryuuzou to Shichinin no Kobun-tachi x Frogman,Finished Airing,"Sep 28, 2015 to Oct 8, 2015",3.93,14.0,11917.0,13398.0,81.0,Comedy
13201,Monster Farm: Legend e no Michi,Finished Airing,"Apr 1, 2000 to Sep 30, 2000",6.85,4577.0,4117.0,3862.0,8939.0,"Action, Adventure, Comedy, Fantasy"
29995,The Embryo Develops into a Fetus,Finished Airing,2014,3.7,663.0,9474.0,8188.0,1043.0,Dementia
10353,Okama Hakusho,Finished Airing,"Apr 12, 1991 to Feb 6, 1992",5.1,30.0,11600.0,10473.0,301.0,"Comedy, Seinen"
5618,Dokonjou Gaeru,Finished Airing,"Oct 7, 1972 to Sep 28, 1974",6.68,88.0,4837.0,9097.0,641.0,"Slice of Life, Comedy, Shounen"
5308,Ushio to Tora: Comically Deformed Theater,Finished Airing,"Oct 1, 1993",6.28,615.0,6495.0,6965.0,1913.0,"Action, Comedy"
30903,Children Record,Finished Airing,"Aug 15, 2012",6.97,853.0,3665.0,7159.0,1735.0,Music
10270,Gun-dou Musashi Recap,Finished Airing,"Jun 25, 2006",4.75,40.0,10284.0,10470.0,300.0,"Adventure, Samurai, Fantasy"
16572,Dokgotak: Taeyang-eul Hyanghae Deonjyeola,Finished Airing,1983,4.93,14.0,9987.0,12867.0,105.0,Sports
9228,Wan Wan Chuushingura,Finished Airing,"Dec 21, 1963",5.95,112.0,7470.0,9894.0,409.0,"Action, Adventure, Drama, Fantasy"
8729,Omoide no Album,Finished Airing,"Feb, 1981",5.04,118.0,9008.0,10813.0,248.0,"Music, Slice of Life, Kids, School"
1031,Hanare Toride no Yonna,Finished Airing,"Apr 8, 2006",5.18,908.0,8852.0,6843.0,2007.0,"Adventure, Fantasy"
17221,Shin Kabukichou Story Hana no Asukagumi!,Finished Airing,"Jun 10, 1987",5.41,17.0,12065.0,11174.0,206.0,"Adventure, Drama, Shoujo"
363,Memories Off 3.5,Finished Airing,"May 12, 2004 to Oct 20, 2004",6.4,950.0,5997.0,6321.0,2577.0,"Romance, Drama"
227,FLCL,Finished Airing,"Apr 26, 2000 to Mar 16, 2001",8.07,231632.0,460.0,117.0,406244.0,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha"
37641,Yin Yang Shi: Ping An Wu Yu,Currently Airing,"Apr 21, 2018 to ?",3.4,5.0,12760.0,12333.0,137.0,"Slice of Life, Comedy, Historical, Demons, Supernatural"
10820,Sengoku Majin Goushougun (Movie),Finished Airing,"Apr 24, 1982",6.12,67.0,7037.0,10452.0,303.0,"Mecha, Parody, Sci-Fi"
3436,Meme Iroiro Yume no Tabi,Finished Airing,"Apr 3, 1983 to Sep 29, 1985",6.51,118.0,5572.0,9854.0,411.0,"Adventure, Kids, Sci-Fi"
14913,Battle Spirits: Sword Eyes,Finished Airing,"Sep 9, 2012 to Mar 31, 2013",6.98,293.0,3629.0,7641.0,1372.0,"Game, Adventure, Fantasy"
432,Iria: Zeiram The Animation,Finished Airing,"Jun 23, 1994 to Nov 21, 1994",7.18,5673.0,2890.0,3334.0,12719.0,"Action, Adventure, Space, Sci-Fi"
6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,Finished Airing,2003,7.9,2940.0,705.0,4411.0,6407.0,"Adventure, Sci-Fi, Shounen"
35008,Midori no Kuni no Otomodachi: Koeda-chan,Currently Airing,"Mar 3, 2017 to ?",3.75,4.0,11239.0,12693.0,114.0,"Magic, Fantasy, Shoujo"
4508,D.C.S.S: Da Capo Second Season Omake,Finished Airing,"Oct 5, 2005 to Apr 5, 2006",6.76,1536.0,4487.0,4813.0,5178.0,"Comedy, Harem, Romance"
12581,Asa made Jugyou Chu!,Finished Airing,"Jun 23, 2012",6.28,17902.0,6465.0,2031.0,32141.0,"Comedy, Ecchi, Romance, School"
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,Finished Airing,"Jul 12, 1997",6.22,90.0,6682.0,9960.0,394.0,"Adventure, Comedy, Fantasy, Horror, Supernatural"
14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Finished Airing,"Aug 25, 2009",4.6,42.0,12082.0,12042.0,145.0,Kids
423,Stratos 4 Advance,Finished Airing,"Mar 5, 2005 to Jan 27, 2006",6.93,1189.0,3826.0,6174.0,2743.0,"Comedy, Military, Sci-Fi, Shounen"
34223,Forest Fairy Five,Finished Airing,"Jan 6, 2017 to Mar 31, 2017",3.31,333.0,9504.0,7002.0,1880.0,"Music, Comedy, Fantasy"
24903,Neko Funjatta,Finished Airing,"Oct, 1966",5.01,59.0,9037.0,12319.0,132.0,Music
9776,A-Channel,Finished Airing,"Apr 8, 2011 to Jun 24, 2011",7.03,31656.0,3442.0,1149.0,71676.0,"Comedy, School, Seinen, Slice of Life"
16482,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,Finished Airing,"May 3, 2007",5.36,14.0,11586.0,12525.0,123.0,"Adventure, Comedy, Fantasy, Kids, Slice of Life"
31753,Ganbare! Lulu Lolo 3rd Season,Finished Airing,"Jan 21, 2016 to Mar 24, 2016",6.3,10.0,10174.0,11868.0,156.0,"Kids, Slice of Life"
32785,Future Card Buddyfight Triple D,Finished Airing,"Apr 2, 2016 to Mar 25, 2017",6.59,414.0,5248.0,7310.0,1614.0,Game
10180,Otome Youkai Zakuro Picture Drama,Finished Airing,"Nov 24, 2010 to Jan 26, 2011",6.42,943.0,5936.0,5600.0,3529.0,"Romance, Supernatural, Demons, Historical, Seinen"
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,Finished Airing,"Jul 10, 1993",6.35,229.0,6179.0,8796.0,755.0,"Comedy, Sci-Fi, Shounen"
33757,Shuang Yue Zhi Cheng,Finished Airing,"Mar 30, 2016 to Sep 8, 2016",6.0,21.0,12143.0,10339.0,325.0,"Military, Sci-Fi"
1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Finished Airing,"Dec 22, 2003 to Oct 13, 2004",7.38,1530.0,2100.0,5433.0,3780.0,Drama
2489,Onegai My Melody,Finished Airing,"Apr 3, 2005 to Mar 26, 2006",7.12,1380.0,3137.0,5033.0,4613.0,"Comedy, Magic, Fantasy"
32613,Elsword: El-ui Yeoin,Finished Airing,"Dec 10, 2016 to Jan 5, 2018",6.39,1577.0,6025.0,2961.0,16240.0,"Action, Fantasy"
6974,Seikimatsu Occult Gakuin,Finished Airing,"Jul 6, 2010 to Sep 28, 2010",7.12,33630.0,3140.0,1093.0,75621.0,"Sci-Fi, Mystery, Comedy, Supernatural, School"
28911,Hidamari Sketch Recap,Finished Airing,"Jun 4, 2008",6.5,167.0,5602.0,8830.0,739.0,"Slice of Life, Comedy, School"
33795,Mahou Shoujo Nante Mou Ii Desukara. Second Season,Finished Airing,"Oct 5, 2016 to Dec 21, 2016",6.11,4375.0,7061.0,3898.0,8702.0,"Comedy, Magic"
20705,Baka Misérables,Finished Airing,"May 21, 2013 to Jun 28, 2013",5.58,87.0,8224.0,10854.0,240.0,"Music, Parody"
2386,One Piece: Yume no Soccer Ou!,Finished Airing,"Mar 2, 2002",7.28,15839.0,2501.0,2237.0,27357.0,"Comedy, Fantasy, Shounen, Sports"
22849,Nyamen,Finished Airing,"Jan 12, 2014 to Mar 30, 2014",5.46,46.0,11542.0,9211.0,599.0,Comedy
30446,Akazukin to Kenkou,Finished Airing,2007,5.22,66.0,8792.0,11678.0,166.0,Comedy
16399,Jeonja Ingan 337,Finished Airing,"Dec 8, 1977",4.26,19.0,10620.0,12342.0,130.0,"Action, Sci-Fi, Super Power"
35092,Kakusenou Gakushuu Animation,Finished Airing,1987,6.5,2.0,10723.0,14257.0,30.0,Historical
22567,Osaru no Monkichi no Kin no Ono Gin no Ono,Finished Airing,"Sep 21, 2001",5.0,28.0,11654.0,12565.0,120.0,Kids
8197,So Ra No Wo To Specials,Finished Airing,"Jun 23, 2010 to Sep 22, 2010",7.6,11192.0,1362.0,2696.0,19669.0,"Military, Music, Sci-Fi, Slice of Life"
696,Tenchi Muyou!,Finished Airing,"Apr 2, 1995 to Sep 24, 1995",7.52,23188.0,1591.0,1590.0,47249.0,"Sci-Fi, Harem, Space, Comedy, Romance, Shounen"
19235,"Dance, Dance, Dance",Finished Airing,2012,5.95,285.0,7457.0,9449.0,521.0,"Fantasy, Music"
7450,Kipling Jr.,Finished Airing,1995,5.56,191.0,8266.0,10093.0,367.0,Comedy
23187,Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,Finished Airing,"Apr 28, 1917",5.67,12.0,9809.0,12514.0,122.0,Comedy
29936,Qin Shi Ming Yue: Junlin Tianxia,Finished Airing,"Dec 25, 2014 to Nov 30, 2017",7.77,44.0,11850.0,9780.0,435.0,"Action, Historical, Martial Arts, Fantasy"
32407,Clockwork Planet,Finished Airing,"Apr 7, 2017 to Jun 23, 2017",6.59,30471.0,5236.0,926.0,92259.0,"Sci-Fi, Fantasy"
1688,Nanatsu-iro★Drops,Finished Airing,"Jul 3, 2007 to Sep 18, 2007",7.12,7091.0,3134.0,2801.0,18085.0,"Magic, Romance, School"
2670,Doraemon Movie 12: Nobita no Dorabian Nights,Finished Airing,"Mar 9, 1991",7.29,1655.0,2454.0,6233.0,2674.0,"Adventure, Comedy, Fantasy, Kids, Shounen"
33045,Dream Festival!,Finished Airing,"Sep 23, 2016 to Dec 16, 2016",6.9,2440.0,3908.0,3961.0,8355.0,Music
36603,Neko Matsuri,Finished Airing,"Feb 5, 2017",5.85,124.0,7700.0,10761.0,258.0,Music
4651,Yume no Crayon Oukoku,Finished Airing,"Sep 7, 1997 to Jan 31, 1999",7.07,293.0,3325.0,7748.0,1295.0,"Adventure, Fantasy, Comedy, Shoujo"
3111,Nasu: Suitcase no Wataridori,Finished Airing,"Oct 24, 2007",7.21,1061.0,2782.0,6570.0,2293.0,"Drama, Seinen, Sports"
5071,Croket!,Finished Airing,"Apr 7, 2003 to Mar 27, 2005",7.12,142.0,3114.0,9594.0,480.0,"Action, Adventure, Comedy, Fantasy"
6839,Hinomaru Tarou: Musha Shugyou no Maki,Finished Airing,1936,4.76,272.0,9229.0,9481.0,510.0,"Action, Samurai"
33163,Seishain Cyborg 003,Finished Airing,"Jan 10, 2012",5.32,74.0,8659.0,10422.0,311.0,Comedy
2718,Umi no Triton,Finished Airing,"Apr 1, 1972 to Sep 30, 1972",6.52,309.0,5535.0,8372.0,950.0,"Adventure, Fantasy, Shounen"
33558,Tales of Zestiria the X: Saiyaku no Jidai,Finished Airing,"Jul 3, 2016",7.35,23663.0,2260.0,1763.0,40524.0,"Action, Adventure, Magic, Fantasy"
36081,Tengoku,Finished Airing,"Apr 16, 2012",4.48,23.0,12391.0,14044.0,44.0,Music
11389,Happy Kappy Recap,Finished Airing,"Aug 17, 2011",5.37,82.0,8576.0,10916.0,233.0,"Comedy, Fantasy, Shoujo"
31700,Xiao Taiji,Finished Airing,1999,4.82,11.0,12698.0,13257.0,87.0,"Action, Kids, Martial Arts"
20919,Diabolik Lovers Recap,Finished Airing,"Oct 28, 2013",5.48,7538.0,8401.0,3075.0,14932.0,"Shoujo, Vampire"
6953,Ningen Doubutsuen,Finished Airing,1962,2.72,1680.0,9519.0,6469.0,2411.0,Dementia
1993,Hanoka Recap,Finished Airing,2006,4.18,290.0,9425.0,9293.0,564.0,Sci-Fi
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Finished Airing,"Dec 23, 2010",7.46,6026.0,1775.0,3663.0,10117.0,"Shounen, Sports, Super Power"
20649,Kimi no Iru Machi OVA,Finished Airing,"Jan 17, 2014 to Mar 17, 2014",7.17,6117.0,2925.0,3346.0,12607.0,"Drama, Romance, Slice of Life"
268,Golden Boy,Finished Airing,"Oct 27, 1995 to Jun 28, 1996",8.04,90852.0,502.0,518.0,155652.0,"Adventure, Comedy, Ecchi"
2503,Nangoku Shounen Papuwa-kun,Finished Airing,"Oct 10, 1992 to Oct 2, 1993",6.39,79.0,6040.0,9434.0,524.0,"Adventure, Comedy, Shounen"
4672,Ghost in the Shell 2.0,Finished Airing,"Jul 12, 2008",8.08,30462.0,453.0,1257.0,64952.0,"Action, Sci-Fi, Police, Psychological, Mecha, Seinen"
30086,Hanasaka Jiisan,Finished Airing,1928,5.04,105.0,9004.0,10942.0,230.0,"Comedy, Drama"
33773,Spy Penguin (ONA): White Christmas,Finished Airing,"Dec 30, 2013",4.1,10.0,12263.0,13844.0,60.0,"Adventure, Fantasy"
1424,Lupin III: Otakara Henkyaku Daisakusen!!,Finished Airing,"Aug 1, 2003",7.49,1457.0,1669.0,5530.0,3644.0,"Action, Adventure, Mystery, Comedy, Seinen"
3946,Jarinko Chie,Finished Airing,"Apr 11, 1981",7.21,846.0,2776.0,6868.0,1993.0,"Slice of Life, Comedy, Drama, Seinen"
31422,Minami Kamakura Koukou Joshi Jitenshabu,Finished Airing,"Jan 7, 2017 to Mar 25, 2017",6.22,4121.0,6702.0,3281.0,13163.0,"Sports, School, Shounen"
2685,Tsubasa: Tokyo Revelations,Finished Airing,"Nov 16, 2007 to Mar 17, 2008",8.4,35355.0,170.0,1209.0,67171.0,"Action, Adventure, Drama, Romance, Fantasy, Shounen"
30026,Ekubo Ouji,Finished Airing,"Apr 8, 1991 to Sep 28, 1992",6.33,9.0,10059.0,13469.0,77.0,"Comedy, Kids"
35730,Musekinin Galaxy☆Tylor,Finished Airing,"Jul 11, 2017 to Sep 26, 2017",4.1,939.0,9434.0,5359.0,3914.0,"Military, Sci-Fi, Space, Comedy, Parody"
8220,Baby Felix,Finished Airing,"Oct 8, 2000 to Jun 29, 2001",5.54,72.0,8291.0,10347.0,319.0,"Comedy, Kids"
9734,K-On!!: Keikaku!,Finished Airing,"Mar 16, 2011",7.88,36593.0,738.0,1276.0,63802.0,"Comedy, School, Music, Slice of Life"
8631,YanYan Machiko,Finished Airing,"Dec 25, 2009 to Aug 20, 2015",6.1,50.0,7101.0,9783.0,433.0,"Slice of Life, Comedy"
33894,Sensou: Kodomo-tachi no Yuigon,Finished Airing,1984,6.75,4.0,12008.0,14056.0,43.0,"Drama, Historical"
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gyabure,Finished Airing,"Nov 5, 1986",5.74,137.0,7917.0,9415.0,529.0,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space"
3654,Macademi Wasshoi!,Finished Airing,"Oct 6, 2008 to Dec 22, 2008",7.05,14851.0,3376.0,1973.0,33858.0,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural"
32145,Peeping Life: The Perfect Extension Specials,Finished Airing,"Sep 23, 2011",4.54,24.0,11741.0,12124.0,141.0,"Comedy, Slice of Life"
2064,Gall Force: Chikyuu Shou,Finished Airing,"Dec 25, 1989 to Dec 1, 1990",6.39,526.0,6026.0,7575.0,1418.0,"Action, Military, Sci-Fi, Mecha"
6791,Kanokon: Manatsu no Dai Shanikusai,Finished Airing,"Oct 4, 2009 to Oct 11, 2009",6.69,15768.0,4802.0,2094.0,30425.0,"Ecchi, Romance, Slice of Life"
1043,Tokyo Babylon,Finished Airing,"Oct 21, 1992 to Mar 21, 1994",6.8,6357.0,4338.0,3275.0,13184.0,"Action, Magic, Mystery, Supernatural"
30944,Muku Hatojuu no Meiken Monogatari,Finished Airing,"Jul, 1997",7.2,5.0,11352.0,13543.0,74.0,"Adventure, Drama, Kids"
277,Mahoromatic 2,Finished Airing,"Sep 26, 2002 to Jan 16, 2003",7.25,12783.0,2620.0,2398.0,24285.0,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi"
1652,Uchuu Senkan Yamato III,Finished Airing,"Oct 11, 1980 to Apr 4, 1981",7.24,968.0,2668.0,5690.0,3396.0,"Action, Military, Sci-Fi, Adventure, Space, Drama"
37023,Layton Mystery Tanteisha: Katri no Nazotoki File,Currently Airing,"Apr 8, 2018 to ?",7.15,766.0,2997.0,4212.0,7286.0,"Comedy, Kids, Mystery"
